actions_taken,booking_id,created_date,description,incident_datetime,incident_id,incident_type,involved_inmates,involved_staff,location,person_id,referral_to_outside_agency
"[""ISOLATION""]",24ca86d1-9c55-4b22-a681-ed45a12893b4,2025-09-15 10:45:26,Property damage to dayroom table recorded.,2025-08-13 08:47:22,JINC-fa9b829a-6afb-4c13-8334-f46384fdba7c,SELF_HARM,"[""bd987600-7a82-4a15-a8d5-cd0850825b0d"", ""8464fd4c-bf1e-497b-b709-f9b16f945bf7"", ""1a0f5d81-3a3e-47b5-91da-a53cd290d65c""]","[""Tina Miller"", ""Jennifer Newman""]",POD A,P-2FC42A8C05,
"[""MEDICAL_EVAL"", ""ISOLATION""]",c2946347-31fc-4b09-926c-729bcceb1486,2025-09-15 10:45:27,Contraband discovered during cell search.,2025-03-30 03:55:37,JINC-d9f6f4cc-8900-4633-ab1d-13139bbabfad,ASSAULT,"[""f43371ee-0677-46a2-94c3-a19b2bceccf2"", ""528104d5-b041-4286-afb6-5b37d7e45d54"", ""b14c5f80-b872-46f5-ad9a-ef45a75e23f9""]","[""Joshua Green"", ""Kathryn Fletcher""]",MEDICAL,P-0E8E8939B8,KCSO
"[""MEDICAL_EVAL""]",4c5cc91c-f34a-4f43-a752-56c459cd45ef,2025-09-15 10:45:27,Inmate referred for medical evaluation.,2025-09-08 01:06:06,JINC-3a288236-a768-4d13-9c60-a1f471a4f0c3,PROPERTY_DAMAGE,[],"[""Jennifer Gibson"", ""Christina Moore""]",DAYROOM,P-BDF4B47A01,PROSECUTOR
"[""MEDICAL_EVAL""]",0b779ca2-5777-4ce1-95e6-cf4a849dfd57,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-09-08 14:47:19,JINC-b1b70bfb-93b3-4da5-ad0f-e339dcb4696c,PROPERTY_DAMAGE,"[""c2abda29-6cf2-4c21-9797-2023c456916a""]","[""Lisa Pierce""]",POD B,P-9C3917E7F2,KCSO
"[""EVIDENCE_SEIZED"", ""DISCIPLINARY"", ""MEDICAL_EVAL""]",673c9439-bd4f-4e26-bdff-2e27424e7d40,2025-09-15 10:45:27,Altercation between inmates; separated by staff.,2025-05-02 15:48:12,JINC-dac4be5e-b6ec-47ab-a87f-d1b305c38cf8,SELF_HARM,"[""66328424-a514-4f69-bacc-71d2cef5f9a5""]","[""Joel Thompson"", ""Alejandro Byrd""]",POD B,P-44D8BBC53F,
"[""EVIDENCE_SEIZED"", ""ISOLATION"", ""REPORT_FILED""]",ba86e291-be60-4df4-b162-477766c8dc3e,2025-09-15 10:45:27,Altercation between inmates; separated by staff.,2025-04-29 19:08:39,JINC-8de4ec02-7337-4013-912e-e17c63cfc173,ASSAULT,"[""36e0a4b8-2867-484a-ac17-2b0970a9e2c3"", ""20f44894-f216-44c4-b6c9-e20f6d6d9178"", ""a45aa21e-1ce0-496d-8598-b12fa1dea210""]","[""Tamara Martin"", ""Craig Martinez""]",CELL 2,P-AE485609E4,
"[""MEDICAL_EVAL""]",d3f03a30-7508-442d-a86d-3b177b887acd,2025-09-15 10:45:27,Altercation between inmates; separated by staff.,2025-07-17 19:38:18,JINC-3408c90f-9386-41fe-978f-a9db6565149c,MEDICAL,"[""be607923-2712-4677-9d09-eeff8e49f628"", ""dfa57df9-cb68-4abe-8ce2-dc3fde77e924""]","[""Michelle Calderon"", ""Lisa Ramos"", ""Jessica Lee""]",CELL 2,P-A7DCE4AA6B,PROSECUTOR
"[""REPORT_FILED"", ""ISOLATION"", ""DISCIPLINARY""]",e4d0c3e3-884a-410c-8de5-32cbb1ac9b8a,2025-09-15 10:45:27,Altercation between inmates; separated by staff.,2025-06-19 23:39:29,JINC-cb65e55a-c18e-4922-8995-7e773696a01f,MEDICAL,"[""1f4acb10-972d-401f-8737-2a96cce4e0c6""]","[""Amanda Navarro""]",POD A,P-F2039288A1,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""REPORT_FILED"", ""DISCIPLINARY""]",7f7fb3cb-6630-4398-9c6b-6fbebd22853b,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-03-31 07:02:01,JINC-02963f97-d167-42fe-b256-9a2c04f1b642,CONTRABAND,[],"[""Erica Compton"", ""Natalie Rodriguez"", ""Kevin Johnson""]",POD A,P-FA217FB8EE,
"[""MEDICAL_EVAL"", ""ISOLATION""]",3a3d4252-5e27-4fb5-a1e9-84a8c6dfca69,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-08-24 02:50:27,JINC-d1002fb2-4471-455d-8e26-0af1bfb21c98,CONTRABAND,"[""81789fee-3410-424f-8422-c332ef1b6c7e""]","[""Christina Watson"", ""Jennifer Phelps"", ""Brandon Johnson""]",POD B,P-0F81B0923B,
"[""REPORT_FILED"", ""ISOLATION"", ""MEDICAL_EVAL""]",e7649fa4-d647-4db1-844b-4e9ca2117927,2025-09-15 10:45:27,Inmate referred for medical evaluation.,2025-06-24 20:28:19,JINC-b6cffa9a-678c-41f1-9b69-ab1d9866b65a,CONTRABAND,"[""4b8073a2-3092-4b10-a6ba-47cd4b05cd7b""]","[""Craig Johns"", ""Lisa Richardson"", ""Lee Combs""]",YARD,P-5F4C337537,KCSO
"[""ISOLATION"", ""DISCIPLINARY""]",d7d9cebb-ba34-43db-bd4e-86523fe95290,2025-09-15 10:45:27,Contraband discovered during cell search.,2025-04-28 10:24:34,JINC-f898f162-8024-456b-945a-5e9750324c2c,PROPERTY_DAMAGE,"[""9d7cae00-db79-4eb0-9e93-e048d6435dad"", ""cd737c8f-7015-4c50-b224-3c6dcf792df8""]","[""Daniel Crawford"", ""Erin Dunn""]",POD A,P-C7C1CC768A,
"[""EVIDENCE_SEIZED""]",c756ccff-7244-4a11-9ea3-180600402614,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-04-17 00:22:16,JINC-46eed04e-3bca-471e-98f7-676d32c036cf,ASSAULT,"[""40e18331-7264-4211-9fa6-90e96797be2a""]","[""Colton Peterson""]",CELL 2,P-C06A06F0EF,KCSO
"[""EVIDENCE_SEIZED"", ""ISOLATION""]",5854dfff-4b62-4c9b-8d33-050a7c483212,2025-09-15 10:45:27,Inmate referred for medical evaluation.,2025-04-22 08:36:10,JINC-9d3004a1-3b22-444f-bcd6-986b7c844a9d,ASSAULT,[],"[""Christine Martinez""]",DAYROOM,P-C6C2CE5E05,PROSECUTOR
"[""REPORT_FILED"", ""DISCIPLINARY""]",8e562330-7bf4-4ec5-8c73-66b9598f0747,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-06-17 17:53:37,JINC-1eda443a-b948-49fa-9b74-83accfd36606,PROPERTY_DAMAGE,[],"[""Glenn Roberts"", ""Gregory Ochoa""]",MEDICAL,P-707683E1D0,PROSECUTOR
"[""DISCIPLINARY"", ""MEDICAL_EVAL"", ""REPORT_FILED""]",eef94234-ede2-4de6-a197-7460b8000071,2025-09-15 10:45:27,Altercation between inmates; separated by staff.,2025-04-18 19:10:07,JINC-bbf44001-9305-4fed-bd93-382a91cc4548,CONTRABAND,"[""00a2cdf3-fae9-4123-a328-6080ba557dd0"", ""dc62c2c1-d133-485b-b9ad-3727e129c7c5"", ""70b936e1-ec86-4d94-9d88-3f878bc1b5cf""]","[""Craig Ruiz"", ""Regina Kelly""]",DAYROOM,P-0ADA0D8061,
"[""EVIDENCE_SEIZED""]",ccf303d8-2634-4848-ad25-36b3fa14e3ba,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-06-01 21:40:24,JINC-61dd7404-84d9-48de-a9a2-909a870f4bec,SELF_HARM,"[""3dee1c95-c9ed-4123-8d13-5ffadc27651d"", ""2b8fee41-361f-4126-80a3-f5f5774ffc5f"", ""3bec9463-654c-42ef-92de-4530ab30c10b""]","[""Lawrence Smith"", ""Jacqueline Newman""]",MEDICAL,P-E6E9C35CE8,KCSO
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",555b6a6d-7f2c-4fa8-b216-be2e969784bd,2025-09-15 10:45:27,Contraband discovered during cell search.,2025-07-06 14:09:22,JINC-5366390f-69fa-4821-9709-e9a0b33037d1,CONTRABAND,"[""3391b598-7ae2-49b8-8891-0a0af745530c""]","[""Adam Ball""]",DAYROOM,P-7C9374CCCD,KCSO
"[""EVIDENCE_SEIZED"", ""DISCIPLINARY"", ""MEDICAL_EVAL""]",0e0936a8-77de-4594-8f6b-ed320eef0a62,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-07-14 00:02:24,JINC-9777882a-a28e-4f4e-bbbe-34192756db48,ASSAULT,"[""e32373a5-bb4d-4e9b-ac1b-fcd383fb18b1"", ""15cf3804-eae4-4697-8f14-fa3568b69302"", ""ae791278-9391-44ed-b181-e32948348946""]","[""Ryan Collins"", ""Alex Reyes""]",YARD,P-48029943D9,PROSECUTOR
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",2fc98d47-f056-433e-956a-fd7f6be9d50a,2025-09-15 10:45:27,Contraband discovered during cell search.,2025-08-30 05:43:43,JINC-e79a825d-1c99-4ea8-a7ba-c151fdc8edf1,ASSAULT,[],"[""Travis Mann"", ""Joshua Moss"", ""Wesley Johnson""]",POD A,P-06BE639C68,PROSECUTOR
"[""REPORT_FILED""]",8f38c9ab-095f-45e7-a6be-d31306b9d034,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-04-12 15:31:09,JINC-7a6c5a09-ee79-4969-9f77-ac018d6406c8,MEDICAL,[],"[""Karen White"", ""Deanna Sandoval""]",YARD,P-9CC2455ECB,PROSECUTOR
"[""MEDICAL_EVAL"", ""REPORT_FILED"", ""ISOLATION""]",68b01bcc-d5bd-433c-b07e-f42b6b61a3af,2025-09-15 10:45:27,Inmate referred for medical evaluation.,2025-08-19 05:42:23,JINC-563a1d6d-be47-4c32-bb8f-40de50204047,PROPERTY_DAMAGE,"[""94118011-9e95-4002-ab3c-11c4228b8467"", ""b2ddbc07-cf97-42df-877b-7e3bfa108193""]","[""Kelly Miller""]",POD B,P-AA2DB6522D,
"[""ISOLATION"", ""MEDICAL_EVAL""]",885b4198-93f8-473a-90ad-b0de8ad0b20a,2025-09-15 10:45:27,Altercation between inmates; separated by staff.,2025-04-26 13:34:08,JINC-aa9aa21d-a01e-4afe-b451-9a6e24ac6bd3,ASSAULT,"[""02b3c715-1c9d-4f4b-a39a-67248581c6b6"", ""ab8864aa-dc1d-4249-ad1f-36f64ea7fba4""]","[""Matthew Green""]",CELL 2,P-927B9BB799,KCSO
"[""MEDICAL_EVAL"", ""DISCIPLINARY"", ""ISOLATION""]",502166ea-7311-4bce-a1ab-4fd5ad0ed6ac,2025-09-15 10:45:27,Inmate referred for medical evaluation.,2025-06-04 14:10:56,JINC-c264ab98-4594-4421-bf3a-915fb9a3df10,ASSAULT,"[""6114852f-b664-4685-b15b-2065e154cfe6"", ""f3399a36-4f17-4cf4-91e0-8cef12574b2d""]","[""Jenna Jackson"", ""Vanessa Barnett""]",YARD,P-6E4EE773AA,PROSECUTOR
"[""EVIDENCE_SEIZED""]",9a41d762-0185-453b-8f6a-fd308fd6031b,2025-09-15 10:45:27,Contraband discovered during cell search.,2025-07-16 23:30:17,JINC-0feae3a3-8af3-40ba-9547-444c308f1907,MEDICAL,[],"[""Laura Choi"", ""Christine Cain"", ""Jessica Stokes""]",DAYROOM,P-1C37635CA5,PROSECUTOR
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",73483720-ff21-481e-9c4d-ab233a5d1380,2025-09-15 10:45:27,Inmate referred for medical evaluation.,2025-06-16 21:54:40,JINC-30b00b97-656a-4522-a88a-5419d30cd06f,SELF_HARM,"[""5d27a6a0-aefc-41bc-b73c-6b02074ae9aa"", ""a6da0108-4285-4ca0-b375-c502081789e7"", ""afcbc0dd-4fde-461e-a300-484caf434962""]","[""Nicole Quinn"", ""Greg Berg"", ""Samantha Maddox""]",MEDICAL,P-AEA42BCCDE,KCSO
"[""MEDICAL_EVAL"", ""ISOLATION""]",9c92e15a-c567-4870-8684-68beac9c0e4a,2025-09-15 10:45:27,Altercation between inmates; separated by staff.,2025-08-20 19:38:04,JINC-0f47f607-06bd-46c4-95f4-06f6fb41f91f,SELF_HARM,"[""3cc7e74a-1aef-4c19-9279-458502d3d8ee"", ""5f393fac-0faf-4c96-ba74-e7d57dfba5da"", ""9edfdf3d-920e-466e-9b11-30433e1737a2""]","[""Edward Mcguire""]",CELL 2,P-E417D81F4E,KCSO
"[""REPORT_FILED"", ""EVIDENCE_SEIZED"", ""MEDICAL_EVAL""]",dd5267dd-4744-4158-9857-d3c8a3f5fee4,2025-09-15 10:45:27,Property damage to dayroom table recorded.,2025-07-04 19:35:23,JINC-9fc5c5b5-5ed9-44ea-ab43-b456600b16ef,MEDICAL,[],"[""Jesse Fletcher""]",POD B,P-3443E263FB,
"[""DISCIPLINARY"", ""ISOLATION"", ""EVIDENCE_SEIZED""]",6735b5f8-39f0-4bc2-a961-2d3240432b70,2025-09-15 10:45:27,Contraband discovered during cell search.,2025-08-16 23:31:16,JINC-52d011f7-f3da-47c3-bdf0-8a0ead691a11,SELF_HARM,"[""32742185-f0d2-4217-a855-a8cf325bc882""]","[""Robert Robinson""]",POD B,P-8B409DB3B2,
"[""DISCIPLINARY""]",75a35cf0-8dcf-472f-8c8f-85dc01670137,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-09-12 05:43:00,JINC-0674fbb0-ffed-496a-8e0c-cc35270c5ee3,ASSAULT,"[""2eec3c31-6dbd-48fb-ac17-9ee2c5dabdcc"", ""8f401e21-57b3-4bea-a117-7bd29a2f2d01""]","[""Sean Smith"", ""Lisa Wu""]",YARD,P-E58E42FD03,
"[""REPORT_FILED"", ""MEDICAL_EVAL""]",afce60c2-bb78-4c4b-98af-47fd9a1378a6,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-04-27 01:03:55,JINC-bf772b0c-311e-4f44-8150-0fa1b9c275e8,SELF_HARM,"[""7f4d8d1d-7d3a-497e-87a2-6933fd27a64d"", ""464f5767-5ff4-473e-9e49-bd71a0b048ce""]","[""Robert Simon"", ""Connor Marquez"", ""Katherine King""]",CELL 2,P-83B96264FD,KCSO
"[""MEDICAL_EVAL""]",2ad3d3ec-b353-460c-b5dd-c17b9d2ab399,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-09-04 15:00:05,JINC-91f8129c-a43d-4e45-8a9d-7efe9aabd911,PROPERTY_DAMAGE,[],"[""Kevin Reed"", ""Miguel Parker""]",YARD,P-4B6FC7C051,
"[""EVIDENCE_SEIZED"", ""ISOLATION"", ""DISCIPLINARY""]",38c8110e-8106-4eb4-beb2-0b12a538d6ca,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-05-03 03:11:17,JINC-834c3389-d316-4873-876f-85427011f042,ASSAULT,"[""d409bdd6-ac29-4d5c-92f3-080a9e0a6b00"", ""a5d00240-a383-4f18-9363-f5a55a3b698f"", ""603de914-3ead-4a53-9397-30f2d7797cb8""]","[""Brandon Gray"", ""Ashley Mack""]",MEDICAL,P-2304560A05,
"[""MEDICAL_EVAL"", ""REPORT_FILED"", ""ISOLATION""]",15ddc55e-a71c-4250-b5bb-b12854210e31,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-08-22 19:55:26,JINC-97dc4cb6-f228-44a2-9ab3-cc223ee3a46a,PROPERTY_DAMAGE,"[""9967bac4-3e42-4f49-a3e3-991ea3ff0e03"", ""792079ca-6e82-47d8-bb4e-6dbaa7730a12""]","[""Gabrielle Greene""]",POD B,P-3AC0FA6699,
"[""EVIDENCE_SEIZED"", ""DISCIPLINARY"", ""ISOLATION""]",74fb7fbe-187e-441c-8be1-1409bba67681,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-03-23 00:21:00,JINC-dcd40d82-12a1-4c9c-acbc-bd2efe1cdc17,SELF_HARM,[],"[""Toni Riley"", ""Ashley Johnson""]",POD A,P-7C2AE58115,
"[""MEDICAL_EVAL"", ""DISCIPLINARY""]",9eef770a-6c27-453f-9d7b-0faae21a4754,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-04-04 16:01:18,JINC-61afa1a5-3b09-41df-b862-67e695a3834b,MEDICAL,"[""f2cda60d-9c8a-4336-ad4d-130a1f8a050d"", ""3c32efc5-9571-4670-9dcd-9bc50e93fdfb""]","[""Marcus Reilly""]",YARD,P-28569584C8,
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED"", ""REPORT_FILED""]",613c53e7-4121-4209-97f0-1e3a5cc7adf6,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-08-27 17:36:55,JINC-15d9bf0a-64ba-4f1b-aad7-18cbce552c38,SELF_HARM,"[""ee029864-fbad-45cf-930e-8a6e0eb57f26"", ""3a13581c-073f-45f4-95e1-8f6337215cbb""]","[""Matthew Summers""]",POD B,P-6BB2045B08,KCSO
"[""REPORT_FILED""]",5a9325ee-13b8-497c-890e-ff01464ec01f,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-04-27 12:21:36,JINC-9765409d-3192-4ab3-8ed2-a30fbd44986f,ASSAULT,[],"[""Nathaniel Larson"", ""Aaron Schmidt"", ""Christine Rosario""]",YARD,P-09182DC5AF,KCSO
"[""EVIDENCE_SEIZED"", ""ISOLATION"", ""MEDICAL_EVAL""]",b4d7fcac-6cfb-494f-a607-fb5ebc74cae1,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-06-27 22:53:01,JINC-8f6f1950-aae0-4f34-a0fc-161d6c590771,MEDICAL,"[""10580aed-bc1f-4756-ae17-bf374fbe6507""]","[""Samuel Graham"", ""Nicole Henderson""]",MEDICAL,P-555E374401,
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED"", ""REPORT_FILED""]",d553b414-34f7-4af2-ad30-ab87ca626ce2,2025-09-15 10:45:28,Contraband discovered during cell search.,2025-06-13 19:44:52,JINC-c41e53d3-564f-47d9-8abe-1dfed5d51de1,PROPERTY_DAMAGE,[],"[""Cheryl Baker""]",POD A,P-DF0335C938,
"[""REPORT_FILED"", ""ISOLATION""]",9d121b27-33b4-429a-8387-294fe2d0890b,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-09-07 08:16:21,JINC-7c41f40d-336d-4837-833f-25b85c8e3f24,SELF_HARM,"[""195440ba-cb4d-4411-ba25-c2caf41758f9""]","[""Andrew Pierce""]",POD B,P-CF4BBDF032,KCSO
"[""MEDICAL_EVAL""]",96a9db23-cd9b-4634-9535-aa0a8fc9d178,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-07-08 03:27:20,JINC-8d29625b-55b1-48d9-acfb-852a97aceb0a,MEDICAL,[],"[""Jonathan Mccarthy"", ""Jennifer Wells""]",MEDICAL,P-0538C0A132,PROSECUTOR
"[""ISOLATION""]",96f72d18-44bb-4188-b4f4-c927fce8fc5b,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-03-29 17:47:15,JINC-6e247f30-47b4-4d4f-a012-ba951da17474,SELF_HARM,[],"[""Jennifer Moore""]",YARD,P-D767A49E3E,KCSO
"[""DISCIPLINARY""]",3c2f081a-2071-4d6c-8716-dfcaf1942e9a,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-05-29 22:30:42,JINC-69d7b042-5b03-4000-b7cc-692026529e9c,MEDICAL,[],"[""April Walker"", ""Christina West""]",DAYROOM,P-3886B26060,PROSECUTOR
"[""REPORT_FILED""]",bca7ec03-ed3b-4974-a05d-39cc5102bd70,2025-09-15 10:45:28,Contraband discovered during cell search.,2025-04-21 12:49:12,JINC-e1645914-5385-4a7d-9e5a-c89060a896ef,SELF_HARM,"[""4b1049d7-208b-47c2-9300-1159b990123e""]","[""Sherri Richardson"", ""Christopher Torres""]",POD B,P-D60987A12D,
"[""EVIDENCE_SEIZED"", ""MEDICAL_EVAL"", ""DISCIPLINARY""]",4a4e52ee-d8f4-44ca-b358-1e37a0353efb,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-09-05 20:22:02,JINC-2f21e295-e99b-4cb7-9505-c680abd87582,SELF_HARM,"[""bd859bc3-f6d8-4c44-b49e-02c29fc1fcaf"", ""5e562e00-f445-4943-bf55-5fcb54aa17f8""]","[""Austin Osborne"", ""Carla Gordon"", ""Melissa Lee""]",YARD,P-7012FBEE9E,KCSO
"[""EVIDENCE_SEIZED""]",4c347988-ce44-49f7-b0be-0e6d3e5dc1af,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-08-13 16:41:33,JINC-0a146cd3-8fab-4314-913d-6f58a81dc949,SELF_HARM,[],"[""Michael Baker""]",DAYROOM,P-BC083AE6FF,PROSECUTOR
"[""EVIDENCE_SEIZED""]",16029422-42d0-4fb5-af5f-e502133c2c15,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-07-21 10:40:27,JINC-c1385bb8-fce2-46d0-bd36-8d325ff7aced,SELF_HARM,"[""2e2e3c72-08bf-46d3-881e-1b4383ee56cb"", ""5bd5f5d5-64a4-4b7e-a606-353ca08968cb"", ""8bb4de67-811e-46ae-867d-a93d1c48adec""]","[""Evan Gonzalez"", ""Edward Hudson""]",POD B,P-44D8BBC53F,PROSECUTOR
"[""MEDICAL_EVAL"", ""REPORT_FILED""]",bd76685d-e58a-4e26-9942-56bf3f660397,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-06-13 08:33:40,JINC-b132c791-8646-447b-a050-0ffb8afb4d0e,PROPERTY_DAMAGE,"[""ff4c1e08-cc87-4de7-a97e-7b98fccdb050""]","[""Roberto Jones""]",POD B,P-1C8A0289B8,KCSO
"[""ISOLATION""]",49577875-7f68-42a6-abe1-00f4ab6b8bfe,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-06-06 03:00:33,JINC-1093e2e0-fb68-49fd-898a-64a3234e9e5b,MEDICAL,[],"[""Melissa Bryan"", ""Kaylee Woods""]",YARD,P-BD93FD054C,
"[""ISOLATION"", ""MEDICAL_EVAL""]",ecede292-12a2-44ae-a66e-4bf223b4590d,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-08-19 22:30:46,JINC-6c691ff4-318d-49bf-abb2-b042646b8347,PROPERTY_DAMAGE,"[""4327fbe8-d4b0-45ff-94a5-2f750cc587f3"", ""a8bc83ab-e23f-4d04-b4bc-8af71031cc0f""]","[""Regina Phillips"", ""Rebecca Martinez"", ""Mark Roberts""]",DAYROOM,P-FC67E40601,
"[""EVIDENCE_SEIZED"", ""REPORT_FILED""]",b10ab8f1-0fda-467b-b367-3af4c68637c6,2025-09-15 10:45:28,Contraband discovered during cell search.,2025-07-15 18:06:23,JINC-bcaa9c95-4cbc-4dec-8361-1e774d68aaff,SELF_HARM,[],"[""Allen Sheppard"", ""Troy Cox"", ""Cassandra Hall""]",MEDICAL,P-C232459AE4,KCSO
"[""MEDICAL_EVAL""]",d6f3a484-4c23-4ae4-a64f-30f5b57c9b58,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-07-20 03:18:40,JINC-edef7861-3e0b-4f8c-9256-9e729d0e07c3,ASSAULT,"[""5c0596c7-d333-46fe-a9bd-c3387c9f252c"", ""b2ef8ad8-12c5-4f8d-a318-48305ac58c3b"", ""eedbe35b-02e6-483a-ab75-ed4632bbc4e5""]","[""Alexandra Perez"", ""Jeffrey Becker""]",MEDICAL,P-7D5FA27B66,PROSECUTOR
"[""REPORT_FILED""]",7d246225-bca1-4379-bebc-2e1b492fa2f4,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-06-12 16:47:28,JINC-d8fd6ae3-9324-41fc-a9b4-b6f1286441bc,SELF_HARM,"[""200a4d0e-680f-4d0d-9cab-5edf83b9f185"", ""e8fee9f2-2da9-4292-a709-bdb32b652433""]","[""Douglas Schultz"", ""Jason Perez"", ""Christopher Barker""]",POD A,P-51676A8928,KCSO
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",826e6276-9073-47ed-8322-901e9aa3bbd6,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-06-08 22:02:07,JINC-92191aaa-3fc9-4a6c-b900-047b84808c39,PROPERTY_DAMAGE,"[""e844d764-0735-4741-9403-3a039dfd00cc"", ""f3fe1697-7b9a-4b80-903b-4b3c17378851"", ""0323b75a-2957-4d3e-b5ae-92592a12c0c8""]","[""Sarah Gomez"", ""Bruce Giles"", ""Ryan Foster""]",POD B,P-E3C02E0731,KCSO
"[""MEDICAL_EVAL""]",243ae458-47e6-459e-a744-9a427a7c4453,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-08-30 22:53:57,JINC-d963793d-5698-4b5d-821c-8a241af2c4cc,MEDICAL,[],"[""Kathleen Meyer""]",POD B,P-EDB3F806D4,PROSECUTOR
"[""ISOLATION"", ""REPORT_FILED""]",50fa49b2-70e5-4d95-95cf-5901b61c4977,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-09-03 16:08:09,JINC-2b5fc2a0-a060-4b72-92ac-b90d4f6a8edb,SELF_HARM,[],"[""Chad Shannon""]",MEDICAL,P-A0404BB1D9,KCSO
"[""ISOLATION"", ""DISCIPLINARY""]",cb65313d-83b7-492d-b132-3ce3895fd535,2025-09-15 10:45:28,Property damage to dayroom table recorded.,2025-04-28 17:29:56,JINC-d9fbd8a2-72da-48c6-aed0-3078317a2a1f,PROPERTY_DAMAGE,"[""38765964-1085-4385-9620-b3e65bc78977"", ""2e7aefb3-f33a-464b-973f-9f2d46b60874"", ""d79ce748-6f04-4580-9013-0dd3c0d9c7c0""]","[""Sylvia Richmond""]",POD A,P-F57DEEBCF3,KCSO
"[""EVIDENCE_SEIZED"", ""REPORT_FILED""]",d85cd6e8-0954-4ef8-97b6-c59249d5eb8b,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-06-27 22:48:02,JINC-ec8f8afd-1dd3-4629-88a2-a5e4a991a384,ASSAULT,"[""85bce16c-19b2-470c-be34-f3fd57d6a90c"", ""660600a8-515b-4439-b7b5-87c1d1a17547"", ""6c94d3d7-0222-4255-b7f5-e6c70d944a49""]","[""Stephanie Price"", ""Eric Kidd"", ""Stuart Lindsey""]",POD A,P-AC8435A4A7,KCSO
"[""ISOLATION"", ""REPORT_FILED""]",a5343d17-1665-4cb6-aa5f-8b67dc09e5e8,2025-09-15 10:45:28,Inmate referred for medical evaluation.,2025-04-07 08:50:04,JINC-60dd8ddf-ee09-4883-ab27-675157dced92,SELF_HARM,"[""f89b9dd0-fd58-41b1-8e6b-87a9f7f401dc"", ""944787da-efee-4b13-9618-3e39350fa476""]","[""Carla Perez""]",YARD,P-D9F1A00F13,
"[""MEDICAL_EVAL""]",884e3cc6-0e0a-4119-baad-a5b426126135,2025-09-15 10:45:28,Contraband discovered during cell search.,2025-03-19 18:06:46,JINC-865dea44-1395-4d9c-9c7e-b41857bbd462,PROPERTY_DAMAGE,"[""23c68d81-5373-4846-91b3-81d2d642c3a7""]","[""Christopher Carter""]",POD A,P-516A0C7F63,PROSECUTOR
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",b16a7dcd-15e8-4d90-9c6f-9d48d8f5f377,2025-09-15 10:45:28,Altercation between inmates; separated by staff.,2025-06-16 22:06:35,JINC-b980c341-1470-4c49-959d-0fdccc8b1a24,SELF_HARM,"[""eb3d48f1-e331-4421-bf1c-2c85b439d666"", ""a4901f43-f2f8-4fc3-8846-79f22183f645"", ""01d6bddf-7e18-40a2-a605-f2c266970306""]","[""Robin Collins""]",CELL 2,P-BCD22C403B,KCSO
